Code;Municipality;RegionType;Installations;Power
BU00802001;Leeuwarden;Buurt;94;215
BU00802002;Leeuwarden;Buurt;197;338
BU00802003;Leeuwarden;Buurt;77;251
BU00802004;Leeuwarden;Buurt;52;194
BU00802005;Leeuwarden;Buurt;16;42
BU00802006;Leeuwarden;Buurt;10;38
BU00802007;Leeuwarden;Buurt;82;283
BU00802008;Leeuwarden;Buurt;39;125
BU00802009;Leeuwarden;Buurt;39;98
WK008030;Leeuwarden;Wijk;350;1139
BU00803001;Leeuwarden;Buurt;65;217
BU00803002;Leeuwarden;Buurt;147;413
BU00803003;Leeuwarden;Buurt;9;42
BU00803004;Leeuwarden;Buurt;71;287
BU00803005;Leeuwarden;Buurt;46;141
BU00803006;Leeuwarden;Buurt;4;11
BU00803007;Leeuwarden;Buurt;8;28
WK008031;Leeuwarden;Wijk;363;1096
BU00803101;Leeuwarden;Buurt;;
BU00803102;Leeuwarden;Buurt;;
WK008032;Leeuwarden;Wijk;173;466
BU00803201;Leeuwarden;Buurt;139;367
BU00803202;Leeuwarden;Buurt;29;90
BU00803203;Leeuwarden;Buurt;5;10
WK008040;Leeuwarden;Wijk;438;1163
BU00804001;Leeuwarden;Buurt;100;220
BU00804002;Leeuwarden;Buurt;49;116
BU00804003;Leeuwarden;Buurt;74;201
BU00804004;Leeuwarden;Buurt;215;626
WK008041;Leeuwarden;Wijk;576;1170
BU00804101;Leeuwarden;Buurt;571;1101
BU00804102;Leeuwarden;Buurt;;
BU00804103;Leeuwarden;Buurt;;
BU00804104;Leeuwarden;Buurt;;
BU00804105;Leeuwarden;Buurt;;
BU00804106;Leeuwarden;Buurt;;
BU00804107;Leeuwarden;Buurt;;
BU00804108;Leeuwarden;Buurt;;
BU00804109;Leeuwarden;Buurt;;
BU00804110;Leeuwarden;Buurt;;
WK008050;Leeuwarden;Wijk;263;717
BU00805001;Leeuwarden;Buurt;24;81
BU00805002;Leeuwarden;Buurt;239;635
BU00805003;Leeuwarden;Buurt;;
WK008051;Leeuwarden;Wijk;970;3101
BU00805101;Leeuwarden;Buurt;281;875
BU00805102;Leeuwarden;Buurt;290;882
BU00805103;Leeuwarden;Buurt;389;1301
BU00805104;Leeuwarden;Buurt;;
BU00805105;Leeuwarden;Buurt;10;43
WK008060;Leeuwarden;Wijk;333;1250
BU00806001;Leeuwarden;Buurt;233;882
BU00806002;Leeuwarden;Buurt;88;320
BU00806003;Leeuwarden;Buurt;12;49
WK008061;Leeuwarden;Wijk;160;572
BU00806101;Leeuwarden;Buurt;102;349
BU00806102;Leeuwarden;Buurt;58;223
WK008062;Leeuwarden;Wijk;391;1368
BU00806201;Leeuwarden;Buurt;30;89
BU00806202;Leeuwarden;Buurt;24;79
BU00806203;Leeuwarden;Buurt;;
BU00806204;Leeuwarden;Buurt;135;525
BU00806205;Leeuwarden;Buurt;26;82
BU00806206;Leeuwarden;Buurt;17;86
BU00806207;Leeuwarden;Buurt;52;147
BU00806208;Leeuwarden;Buurt;4;32
BU00806209;Leeuwarden;Buurt;99;310
BU00806210;Leeuwarden;Buurt;;
WK008063;Leeuwarden;Wijk;877;2945
BU00806301;Leeuwarden;Buurt;756;2430
BU00806302;Leeuwarden;Buurt;42;230
BU00806303;Leeuwarden;Buurt;18;64
BU00806304;Leeuwarden;Buurt;;
BU00806305;Leeuwarden;Buurt;38;127
BU00806306;Leeuwarden;Buurt;;
BU00806307;Leeuwarden;Buurt;15;59
WK008070;Leeuwarden;Wijk;463;1607
BU00807001;Leeuwarden;Buurt;290;933
BU00807002;Leeuwarden;Buurt;121;400
BU00807003;Leeuwarden;Buurt;46;217
BU00807004;Leeuwarden;Buurt;6;57
WK008071;Leeuwarden;Wijk;401;1429
BU00807101;Leeuwarden;Buurt;401;1429
WK008072;Leeuwarden;Wijk;630;2425
BU00807201;Leeuwarden;Buurt;29;128
BU00807202;Leeuwarden;Buurt;11;64
BU00807203;Leeuwarden;Buurt;590;2234
WK008073;Leeuwarden;Wijk;317;1053
BU00807301;Leeuwarden;Buurt;204;640
BU00807302;Leeuwarden;Buurt;110;383
BU00807303;Leeuwarden;Buurt;;
BU00807304;Leeuwarden;Buurt;;
BU00807305;Leeuwarden;Buurt;3;30
WK008074;Leeuwarden;Wijk;;
BU00807401;Leeuwarden;Buurt;;
WK008080;Leeuwarden;Wijk;418;1374
BU00808001;Leeuwarden;Buurt;166;479
BU00808002;Leeuwarden;Buurt;6;16
BU00808003;Leeuwarden;Buurt;15;63
BU00808004;Leeuwarden;Buurt;157;560
BU00808005;Leeuwarden;Buurt;7;28
BU00808006;Leeuwarden;Buurt;3;2
BU00808007;Leeuwarden;Buurt;57;197
BU00808008;Leeuwarden;Buurt;7;29
WK008081;Leeuwarden;Wijk;298;1096
BU00808101;Leeuwarden;Buurt;37;130
BU00808102;Leeuwarden;Buurt;10;45
BU00808103;Leeuwarden;Buurt;97;347
BU00808104;Leeuwarden;Buurt;3;18
BU00808105;Leeuwarden;Buurt;23;84
BU00808106;Leeuwarden;Buurt;;
BU00808107;Leeuwarden;Buurt;8;32
BU00808108;Leeuwarden;Buurt;9;27
BU00808109;Leeuwarden;Buurt;11;41
BU00808110;Leeuwarden;Buurt;;
BU00808111;Leeuwarden;Buurt;23;72
BU00808112;Leeuwarden;Buurt;4;25
BU00808113;Leeuwarden;Buurt;7;31
BU00808114;Leeuwarden;Buurt;;
BU00808115;Leeuwarden;Buurt;24;85
BU00808116;Leeuwarden;Buurt;36;137
BU00808117;Leeuwarden;Buurt;;
WK008082;Leeuwarden;Wijk;737;2906
BU00808201;Leeuwarden;Buurt;89;299
BU00808202;Leeuwarden;Buurt;5;22
BU00808203;Leeuwarden;Buurt;;
BU00808204;Leeuwarden;Buurt;12;44
BU00808205;Leeuwarden;Buurt;;
BU00808206;Leeuwarden;Buurt;493;2007
BU00808207;Leeuwarden;Buurt;8;67
BU00808208;Leeuwarden;Buurt;121;423
BU00808209;Leeuwarden;Buurt;5;24
GM0546;Leiden;Gemeente;3537;9484
WK054600;Leiden;Wijk;52;132
BU05460000;Leiden;Buurt;11;28
BU05460001;Leiden;Buurt;7;24
BU05460002;Leiden;Buurt;9;20
BU05460003;Leiden;Buurt;25;59
WK054601;Leiden;Wijk;209;456
BU05460100;Leiden;Buurt;;
BU05460101;Leiden;Buurt;10;25
BU05460102;Leiden;Buurt;4;5
BU05460103;Leiden;Buurt;14;27
BU05460104;Leiden;Buurt;3;6
BU05460105;Leiden;Buurt;16;35
BU05460106;Leiden;Buurt;8;17
BU05460107;Leiden;Buurt;59;116
BU05460108;Leiden;Buurt;;
BU05460109;Leiden;Buurt;91;188
WK054602;Leiden;Wijk;27;112
BU05460200;Leiden;Buurt;27;112
WK054603;Leiden;Wijk;303;720
BU05460300;Leiden;Buurt;147;367
BU05460301;Leiden;Buurt;87;218
BU05460302;Leiden;Buurt;69;134
WK054604;Leiden;Wijk;748;1935
BU05460400;Leiden;Buurt;80;184
BU05460401;Leiden;Buurt;49;119
BU05460402;Leiden;Buurt;26;91
BU05460403;Leiden;Buurt;70;185
BU05460404;Leiden;Buurt;59;121
BU05460405;Leiden;Buurt;139;311
BU05460406;Leiden;Buurt;46;129
BU05460407;Leiden;Buurt;;
BU05460408;Leiden;Buurt;176;412
BU05460409;Leiden;Buurt;103;383
WK054605;Leiden;Wijk;622;1500
BU05460500;Leiden;Buurt;118;324
BU05460501;Leiden;Buurt;29;89
BU05460502;Leiden;Buurt;19;55
BU05460503;Leiden;Buurt;66;164
BU05460504;Leiden;Buurt;86;264
BU05460505;Leiden;Buurt;36;124
BU05460506;Leiden;Buurt;159;320
BU05460507;Leiden;Buurt;109;159
WK054606;Leiden;Wijk;253;712
BU05460600;Leiden;Buurt;51;135
BU05460601;Leiden;Buurt;101;239
BU05460602;Leiden;Buurt;101;338
WK054607;Leiden;Wijk;220;647
BU05460700;Leiden;Buurt;8;52
BU05460701;Leiden;Buurt;89;239
BU05460702;Leiden;Buurt;53;162
BU05460703;Leiden;Buurt;70;194
BU05460704;Leiden;Buurt;;
WK054608;Leiden;Wijk;685;2043
BU05460800;Leiden;Buurt;24;111
BU05460801;Leiden;Buurt;212;626
BU05460802;Leiden;Buurt;207;547
BU05460803;Leiden;Buurt;;
BU05460804;Leiden;Buurt;48;143
BU05460805;Leiden;Buurt;194;617
WK054609;Leiden;Wijk;418;1226
BU05460900;Leiden;Buurt;78;235
BU05460901;Leiden;Buurt;70;204
BU05460902;Leiden;Buurt;49;144
BU05460903;Leiden;Buurt;221;643
GM0547;Leiderdorp;Gemeente;1109;3759
WK054700;Leiderdorp;Wijk;551;1938
BU05470000;Leiderdorp;Buurt;93;341
BU05470001;Leiderdorp;Buurt;97;287
BU05470002;Leiderdorp;Buurt;28;151
BU05470003;Leiderdorp;Buurt;46;128
BU05470004;Leiderdorp;Buurt;;
BU05470005;Leiderdorp;Buurt;8;208
BU05470006;Leiderdorp;Buurt;;
BU05470007;Leiderdorp;Buurt;73;199
BU05470008;Leiderdorp;Buurt;121;378
BU05470009;Leiderdorp;Buurt;58;152
WK054701;Leiderdorp;Wijk;189;686
BU05470100;Leiderdorp;Buurt;82;239
BU05470101;Leiderdorp;Buurt;46;192
BU05470109;Leiderdorp;Buurt;61;255
WK054702;Leiderdorp;Wijk;369;1135
BU05470200;Leiderdorp;Buurt;61;188
BU05470201;Leiderdorp;Buurt;195;559
BU05470202;Leiderdorp;Buurt;113;389
GM1916;Leidschendam-Voorburg;Gemeente;2134;6448
WK191601;Leidschendam-Voorburg;Wijk;280;913
BU19160100;Leidschendam-Voorburg;Buurt;69;224
BU19160101;Leidschendam-Voorburg;Buurt;144;416
BU19160102;Leidschendam-Voorburg;Buurt;55;197
BU19160103;Leidschendam-Voorburg;Buurt;;
BU19160104;Leidschendam-Voorburg;Buurt;12;75
WK191602;Leidschendam-Voorburg;Wijk;33;69
BU19160200;Leidschendam-Voorburg;Buurt;;
BU19160201;Leidschendam-Voorburg;Buurt;;
WK191603;Leidschendam-Voorburg;Wijk;313;946
BU19160300;Leidschendam-Voorburg;Buurt;96;247
BU19160301;Leidschendam-Voorburg;Buurt;136;459
BU19160302;Leidschendam-Voorburg;Buurt;81;240
WK191604;Leidschendam-Voorburg;Wijk;127;557
BU19160400;Leidschendam-Voorburg;Buurt;70;248
BU19160401;Leidschendam-Voorburg;Buurt;57;309
WK191605;Leidschendam-Voorburg;Wijk;163;417
BU19160500;Leidschendam-Voorburg;Buurt;48;121
BU19160501;Leidschendam-Voorburg;Buurt;7;26
BU19160502;Leidschendam-Voorburg;Buurt;38;116
BU19160503;Leidschendam-Voorburg;Buurt;35;91
BU19160504;Leidschendam-Voorburg;Buurt;35;63
WK191606;Leidschendam-Voorburg;Wijk;4;12
BU19160600;Leidschendam-Voorburg;Buurt;;
BU19160601;Leidschendam-Voorburg;Buurt;4;12
BU19160602;Leidschendam-Voorburg;Buurt;;
WK191607;Leidschendam-Voorburg;Wijk;367;1081
BU19160700;Leidschendam-Voorburg;Buurt;37;96
BU19160701;Leidschendam-Voorburg;Buurt;135;371
BU19160702;Leidschendam-Voorburg;Buurt;94;326
BU19160703;Leidschendam-Voorburg;Buurt;39;103
BU19160704;Leidschendam-Voorburg;Buurt;62;185
WK191608;Leidschendam-Voorburg;Wijk;169;504
BU19160800;Leidschendam-Voorburg;Buurt;17;46
BU19160801;Leidschendam-Voorburg;Buurt;37;131
BU19160802;Leidschendam-Voorburg;Buurt;12;33
BU19160803;Leidschendam-Voorburg;Buurt;49;166
BU19160804;Leidschendam-Voorburg;Buurt;54;129
WK191609;Leidschendam-Voorburg;Wijk;135;407
BU19160900;Leidschendam-Voorburg;Buurt;38;109
BU19160901;Leidschendam-Voorburg;Buurt;32;129
BU19160902;Leidschendam-Voorburg;Buurt;65;168
WK191610;Leidschendam-Voorburg;Wijk;75;237
BU19161000;Leidschendam-Voorburg;Buurt;19;79
BU19161001;Leidschendam-Voorburg;Buurt;40;120
BU19161002;Leidschendam-Voorburg;Buurt;16;38
WK191611;Leidschendam-Voorburg;Wijk;57;166
BU19161100;Leidschendam-Voorburg;Buurt;40;121
BU19161101;Leidschendam-Voorburg;Buurt;17;45
WK191612;Leidschendam-Voorburg;Wijk;196;540
BU19161200;Leidschendam-Voorburg;Buurt;104;304
BU19161201;Leidschendam-Voorburg;Buurt;19;63
BU19161202;Leidschendam-Voorburg;Buurt;73;174
WK191613;Leidschendam-Voorburg;Wijk;215;598
BU19161300;Leidschendam-Voorburg;Buurt;142;400
BU19161301;Leidschendam-Voorburg;Buurt;73;198
GM0995;Lelystad;Gemeente;6325;20460
WK099511;Lelystad;Wijk;136;545
BU09951111;Lelystad;Buurt;40;134
BU09951112;Lelystad;Buurt;20;66
BU09951113;Lelystad;Buurt;;
BU09951114;Lelystad;Buurt;26;141
BU09951115;Lelystad;Buurt;29;142
BU09951117;Lelystad;Buurt;;
BU09951118;Lelystad;Buurt;;
WK099512;Lelystad;Wijk;429;1378
BU09951221;Lelystad;Buurt;104;327
BU09951222;Lelystad;Buurt;18;57
BU09951223;Lelystad;Buurt;101;373
BU09951225;Lelystad;Buurt;87;280
BU09951226;Lelystad;Buurt;33;135
BU09951227;Lelystad;Buurt;86;205
WK099513;Lelystad;Wijk;7;75
BU09951331;Lelystad;Buurt;7;75
BU09951337;Lelystad;Buurt;;
WK099516;Lelystad;Wijk;43;160
BU09951661;Lelystad;Buurt;;
BU09951662;Lelystad;Buurt;27;107
BU09951666;Lelystad;Buurt;16;52
WK099517;Lelystad;Wijk;5;32
BU09951772;Lelystad;Buurt;;
BU09951773;Lelystad;Buurt;;
BU09951774;Lelystad;Buurt;;
BU09951775;Lelystad;Buurt;;
BU09951777;Lelystad;Buurt;;
WK099518;Lelystad;Wijk;;
BU09951881;Lelystad;Buurt;;
BU09951882;Lelystad;Buurt;;
BU09951883;Lelystad;Buurt;;
WK099521;Lelystad;Wijk;529;1852
BU09952111;Lelystad;Buurt;162;534
BU09952112;Lelystad;Buurt;229;670
BU09952113;Lelystad;Buurt;77;309
BU09952114;Lelystad;Buurt;;
BU09952115;Lelystad;Buurt;61;339
WK099522;Lelystad;Wijk;523;1429
BU09952221;Lelystad;Buurt;22;29
BU09952222;Lelystad;Buurt;91;232
BU09952223;Lelystad;Buurt;10;37
BU09952224;Lelystad;Buurt;100;327
BU09952225;Lelystad;Buurt;175;406
BU09952226;Lelystad;Buurt;111;357
BU09952227;Lelystad;Buurt;14;40
BU09952228;Lelystad;Buurt;;
WK099523;Lelystad;Wijk;691;1965
BU09952331;Lelystad;Buurt;51;170
BU09952332;Lelystad;Buurt;303;741
BU09952333;Lelystad;Buurt;144;485
BU09952334;Lelystad;Buurt;126;307
BU09952335;Lelystad;Buurt;;
BU09952336;Lelystad;Buurt;;
BU09952337;Lelystad;Buurt;64;228
BU09952338;Lelystad;Buurt;3;35
WK099524;Lelystad;Wijk;628;1727
BU09952441;Lelystad;Buurt;86;226
BU09952442;Lelystad;Buurt;87;248
BU09952443;Lelystad;Buurt;155;343
BU09952444;Lelystad;Buurt;283;837
BU09952447;Lelystad;Buurt;10;52
BU09952448;Lelystad;Buurt;7;21
WK099525;Lelystad;Wijk;36;132
BU09952551;Lelystad;Buurt;;
BU09952552;Lelystad;Buurt;36;132
WK099527;Lelystad;Wijk;162;695
BU09952771;Lelystad;Buurt;;
BU09952772;Lelystad;Buurt;162;695
BU09952773;Lelystad;Buurt;;
BU09952775;Lelystad;Buurt;;
WK099531;Lelystad;Wijk;332;1259
BU09953111;Lelystad;Buurt;141;503
BU09953112;Lelystad;Buurt;85;346
BU09953113;Lelystad;Buurt;106;410
WK099532;Lelystad;Wijk;111;503
BU09953222;Lelystad;Buurt;111;503
WK099535;Lelystad;Wijk;189;648
BU09953551;Lelystad;Buurt;94;335
BU09953552;Lelystad;Buurt;92;305
BU09953553;Lelystad;Buurt;3;8
WK099537;Lelystad;Wijk;;
BU09953771;Lelystad;Buurt;;
BU09953772;Lelystad;Buurt;;
WK099538;Lelystad;Wijk;18;124
BU09953881;Lelystad;Buurt;4;23
BU09953882;Lelystad;Buurt;14;101
WK099541;Lelystad;Wijk;869;2558
BU09954110;Lelystad;Buurt;;
BU09954111;Lelystad;Buurt;157;335
BU09954112;Lelystad;Buurt;171;517
BU09954113;Lelystad;Buurt;91;286
BU09954114;Lelystad;Buurt;85;288
BU09954115;Lelystad;Buurt;;
BU09954116;Lelystad;Buurt;296;947
BU09954117;Lelystad;Buurt;;
WK099542;Lelystad;Wijk;819;2164
BU09954220;Lelystad;Buurt;36;102
BU09954221;Lelystad;Buurt;34;82
BU09954222;Lelystad;Buurt;131;285
BU09954223;Lelystad;Buurt;191;540
BU09954224;Lelystad;Buurt;242;662
BU09954225;Lelystad;Buurt;185;494
BU09954228;Lelystad;Buurt;;
WK099543;Lelystad;Wijk;489;2093
BU09954331;Lelystad;Buurt;230;886
BU09954332;Lelystad;Buurt;84;397
BU09954333;Lelystad;Buurt;122;556
BU09954334;Lelystad;Buurt;53;254
WK099547;Lelystad;Wijk;;
BU09954771;Lelystad;Buurt;;
BU09954778;Lelystad;Buurt;;
WK099551;Lelystad;Wijk;192;605
BU09955111;Lelystad;Buurt;80;250
BU09955112;Lelystad;Buurt;112;355
BU09955113;Lelystad;Buurt;;
WK099552;Lelystad;Wijk;;
BU09955221;Lelystad;Buurt;;
BU09955222;Lelystad;Buurt;;
WK099553;Lelystad;Wijk;;
BU09955331;Lelystad;Buurt;;
BU09955332;Lelystad;Buurt;;
BU09955333;Lelystad;Buurt;;
BU09955334;Lelystad;Buurt;;
WK099554;Lelystad;Wijk;;
BU09955449;Lelystad;Buurt;;
WK099556;Lelystad;Wijk;;
BU09955661;Lelystad;Buurt;;
WK099557;Lelystad;Wijk;;
BU09955779;Lelystad;Buurt;;
WK099558;Lelystad;Wijk;6;31
BU09955881;Lelystad;Buurt;6;31
BU09955882;Lelystad;Buurt;;
WK099561;Lelystad;Wijk;;
BU09956111;Lelystad;Buurt;;
BU09956112;Lelystad;Buurt;;
WK099562;Lelystad;Wijk;94;267
BU09956221;Lelystad;Buurt;30;94
BU09956224;Lelystad;Buurt;64;173
BU09956225;Lelystad;Buurt;;
WK099563;Lelystad;Wijk;;
BU09956331;Lelystad;Buurt;;
BU09956332;Lelystad;Buurt;;
BU09956333;Lelystad;Buurt;;
BU09956334;Lelystad;Buurt;;
WK099566;Lelystad;Wijk;;
BU09956661;Lelystad;Buurt;;
BU09956662;Lelystad;Buurt;;
BU09956663;Lelystad;Buurt;;
BU09956664;Lelystad;Buurt;;
BU09956665;Lelystad;Buurt;;
BU09956666;Lelystad;Buurt;;
WK099571;Lelystad;Wijk;5;69
BU09957117;Lelystad;Buurt;;
BU09957118;Lelystad;Buurt;;
BU09957119;Lelystad;Buurt;5;69
WK099572;Lelystad;Wijk;;
BU09957229;Lelystad;Buurt;;
WK099573;Lelystad;Wijk;;
BU09957339;Lelystad;Buurt;;
WK099574;Lelystad;Wijk;;
BU09957441;Lelystad;Buurt;;
BU09957447;Lelystad;Buurt;;
BU09957449;Lelystad;Buurt;;
WK099575;Lelystad;Wijk;;
BU09957558;Lelystad;Buurt;;
BU09957559;Lelystad;Buurt;;
WK099576;Lelystad;Wijk;5;95
BU09957669;Lelystad;Buurt;5;95
WK099577;Lelystad;Wijk;;
BU09957777;Lelystad;Buurt;;
BU09957779;Lelystad;Buurt;;
WK099578;Lelystad;Wijk;;
BU09957881;Lelystad;Buurt;;
BU09957887;Lelystad;Buurt;;
WK099579;Lelystad;Wijk;;
BU09957999;Lelystad;Buurt;;
WK099590;Lelystad;Wijk;;
BU09959000;Lelystad;Buurt;;
GM1640;Leudal;Gemeente;2993;13168
WK164000;Leudal;Wijk;567;2390
BU16400000;Leudal;Buurt;520;2100
BU16400001;Leudal;Buurt;47;291
WK164001;Leudal;Wijk;61;346
BU16400100;Leudal;Buurt;52;292
BU16400101;Leudal;Buurt;9;53
WK164002;Leudal;Wijk;404;1807
BU16400200;Leudal;Buurt;347;1469
BU16400201;Leudal;Buurt;57;338
WK164003;Leudal;Wijk;241;1064
BU16400300;Leudal;Buurt;199;836
BU16400301;Leudal;Buurt;42;227
WK164004;Leudal;Wijk;46;184
BU16400400;Leudal;Buurt;41;153
BU16400401;Leudal;Buurt;5;30
WK164005;Leudal;Wijk;375;1529
BU16400500;Leudal;Buurt;351;1398
BU16400501;Leudal;Buurt;24;131
WK164006;Leudal;Wijk;55;259
BU16400600;Leudal;Buurt;51;234
BU16400601;Leudal;Buurt;4;25
WK164007;Leudal;Wijk;288;1205
BU16400700;Leudal;Buurt;277;1126
BU16400701;Leudal;Buurt;11;79
WK164008;Leudal;Wijk;213;948
BU16400800;Leudal;Buurt;180;755
BU16400801;Leudal;Buurt;33;192
WK164009;Leudal;Wijk;100;607
BU16400900;Leudal;Buurt;71;335
BU16400901;Leudal;Buurt;29;272
WK164010;Leudal;Wijk;140;635
BU16401000;Leudal;Buurt;127;533
BU16401001;Leudal;Buurt;13;102
WK164011;Leudal;Wijk;113;558
BU16401100;Leudal;Buurt;89;410
BU16401101;Leudal;Buurt;24;148
WK164012;Leudal;Wijk;39;202
BU16401200;Leudal;Buurt;26;109
BU16401201;Leudal;Buurt;13;93
WK164013;Leudal;Wijk;81;354
BU16401300;Leudal;Buurt;67;266
BU16401301;Leudal;Buurt;14;89
WK164014;Leudal;Wijk;118;476
BU16401400;Leudal;Buurt;111;419
BU16401401;Leudal;Buurt;7;57
WK164015;Leudal;Wijk;152;605
BU16401500;Leudal;Buurt;146;577
BU16401501;Leudal;Buurt;6;28
GM0327;Leusden;Gemeente;2274;7575
WK032700;Leusden;Wijk;836;2659
BU03270000;Leusden;Buurt;69;406
BU03270001;Leusden;Buurt;38;92
BU03270002;Leusden;Buurt;41;127
BU03270003;Leusden;Buurt;97;293
BU03270004;Leusden;Buurt;17;94
BU03270005;Leusden;Buurt;100;301
BU03270006;Leusden;Buurt;65;222
BU03270007;Leusden;Buurt;134;342
BU03270008;Leusden;Buurt;183;461
BU03270009;Leusden;Buurt;92;321
WK032701;Leusden;Wijk;691;2130
BU03270100;Leusden;Buurt;93;327
BU03270101;Leusden;Buurt;71;178
BU03270102;Leusden;Buurt;45;140
BU03270103;Leusden;Buurt;136;441
BU03270104;Leusden;Buurt;35;102
BU03270105;Leusden;Buurt;22;73
BU03270106;Leusden;Buurt;117;300
BU03270107;Leusden;Buurt;38;121
BU03270108;Leusden;Buurt;125;419
BU03270109;Leusden;Buurt;9;29
WK032702;Leusden;Wijk;361;1408
BU03270200;Leusden;Buurt;162;563
BU03270201;Leusden;Buurt;168;693
BU03270209;Leusden;Buurt;31;153
WK032703;Leusden;Wijk;172;659
BU03270300;Leusden;Buurt;127;439
BU03270309;Leusden;Buurt;45;220
WK032704;Leusden;Wijk;10;45
BU03270400;Leusden;Buurt;10;45
WK032705;Leusden;Wijk;204;673
BU03270500;Leusden;Buurt;107;286
BU03270501;Leusden;Buurt;97;387
GM1705;Lingewaard;Gemeente;3221;11531
WK170500;Lingewaard;Wijk;1522;5603
BU17050000;Lingewaard;Buurt;910;3246
BU17050001;Lingewaard;Buurt;167;535
BU17050002;Lingewaard;Buurt;174;576
BU17050003;Lingewaard;Buurt;163;597
BU17050004;Lingewaard;Buurt;7;33
BU17050005;Lingewaard;Buurt;29;167
BU17050006;Lingewaard;Buurt;14;118
BU17050007;Lingewaard;Buurt;37;216
BU17050008;Lingewaard;Buurt;10;66
BU17050009;Lingewaard;Buurt;;
BU17050010;Lingewaard;Buurt;8;39
BU17050011;Lingewaard;Buurt;3;10
WK170501;Lingewaard;Wijk;428;1643
BU17050100;Lingewaard;Buurt;327;1126
BU17050101;Lingewaard;Buurt;35;181
BU17050102;Lingewaard;Buurt;;
BU17050103;Lingewaard;Buurt;22;108
BU17050104;Lingewaard;Buurt;13;62
BU17050108;Lingewaard;Buurt;19;103
BU17050109;Lingewaard;Buurt;;
WK170502;Lingewaard;Wijk;1271;4285
BU17050200;Lingewaard;Buurt;;
BU17050201;Lingewaard;Buurt;310;1162
BU17050202;Lingewaard;Buurt;153;515
BU17050203;Lingewaard;Buurt;417;1270
BU17050207;Lingewaard;Buurt;84;454
BU17050208;Lingewaard;Buurt;294;847
BU17050209;Lingewaard;Buurt;;
GM0553;Lisse;Gemeente;1776;4241
WK055301;Lisse;Wijk;361;870
BU05530101;Lisse;Buurt;;
BU05530102;Lisse;Buurt;55;149
BU05530103;Lisse;Buurt;135;334
BU05530104;Lisse;Buurt;99;211
BU05530105;Lisse;Buurt;72;176
WK055302;Lisse;Wijk;379;1203
BU05530201;Lisse;Buurt;68;248
BU05530202;Lisse;Buurt;45;117
BU05530203;Lisse;Buurt;58;175
BU05530204;Lisse;Buurt;75;225
BU05530205;Lisse;Buurt;133;438
WK055303;Lisse;Wijk;885;1745
BU05530301;Lisse;Buurt;3;28
BU05530302;Lisse;Buurt;246;443
BU05530303;Lisse;Buurt;125;285
BU05530304;Lisse;Buurt;317;450
BU05530305;Lisse;Buurt;5;15
BU05530306;Lisse;Buurt;110;288
BU05530307;Lisse;Buurt;79;235
WK055304;Lisse;Wijk;151;424
BU05530401;Lisse;Buurt;8;26
BU05530402;Lisse;Buurt;97;182
BU05530403;Lisse;Buurt;8;22
BU05530404;Lisse;Buurt;13;45
BU05530405;Lisse;Buurt;25;149
GM0262;Lochem;Gemeente;2687;10106
WK026200;Lochem;Wijk;961;2974
BU02620000;Lochem;Buurt;13;27
BU02620001;Lochem;Buurt;300;846
BU02620002;Lochem;Buurt;64;233
BU02620003;Lochem;Buurt;153;576
BU02620004;Lochem;Buurt;189;678
BU02620005;Lochem;Buurt;112;194
BU02620006;Lochem;Buurt;130;420
WK026201;Lochem;Wijk;77;413
BU02620100;Lochem;Buurt;9;53
BU02620106;Lochem;Buurt;12;67
BU02620107;Lochem;Buurt;17;82
BU02620108;Lochem;Buurt;13;85
BU02620109;Lochem;Buurt;26;127
WK026202;Lochem;Wijk;340;1672
BU02620200;Lochem;Buurt;151;626
BU02620201;Lochem;Buurt;;
BU02620205;Lochem;Buurt;33;212
BU02620206;Lochem;Buurt;76;353
BU02620207;Lochem;Buurt;49;323
BU02620208;Lochem;Buurt;11;82
BU02620209;Lochem;Buurt;;
WK026203;Lochem;Wijk;96;433
BU02620300;Lochem;Buurt;50;185
BU02620307;Lochem;Buurt;5;21
BU02620308;Lochem;Buurt;23;139
BU02620309;Lochem;Buurt;18;89
WK026204;Lochem;Wijk;910;3211
BU02620400;Lochem;Buurt;334;1091
BU02620401;Lochem;Buurt;273;954
BU02620402;Lochem;Buurt;124;342
BU02620406;Lochem;Buurt;26;103
BU02620407;Lochem;Buurt;43;220
BU02620408;Lochem;Buurt;30;133
BU02620409;Lochem;Buurt;80;368
WK026205;Lochem;Wijk;303;1402
BU02620500;Lochem;Buurt;81;246
BU02620501;Lochem;Buurt;65;270
BU02620506;Lochem;Buurt;22;107
BU02620507;Lochem;Buurt;15;131
BU02620508;Lochem;Buurt;105;544
BU02620509;Lochem;Buurt;15;104
GM0809;Loon op Zand;Gemeente;1042;3914
WK080910;Loon op Zand;Wijk;405;1611
BU08091001;Loon op Zand;Buurt;95;368
BU08091005;Loon op Zand;Buurt;34;87
BU08091006;Loon op Zand;Buurt;37;131
BU08091010;Loon op Zand;Buurt;23;92
BU08091011;Loon op Zand;Buurt;16;76
BU08091015;Loon op Zand;Buurt;;
BU08091020;Loon op Zand;Buurt;30;81
BU08091021;Loon op Zand;Buurt;20;104
BU08091025;Loon op Zand;Buurt;21;72
BU08091030;Loon op Zand;Buurt;32;126
BU08091031;Loon op Zand;Buurt;27;108
BU08091035;Loon op Zand;Buurt;;
BU08091040;Loon op Zand;Buurt;22;115
BU08091041;Loon op Zand;Buurt;38;210
