Code;Municipality;RegionType;Installations;Power
BU07722180;Eindhoven;Buurt;13;82
WK077222;Eindhoven;Wijk;353;1125
BU07722210;Eindhoven;Buurt;;
BU07722220;Eindhoven;Buurt;155;428
BU07722230;Eindhoven;Buurt;33;112
BU07722240;Eindhoven;Buurt;60;207
BU07722250;Eindhoven;Buurt;79;295
BU07722260;Eindhoven;Buurt;;
WK077223;Eindhoven;Wijk;1124;3717
BU07722300;Eindhoven;Buurt;124;424
BU07722310;Eindhoven;Buurt;;
BU07722320;Eindhoven;Buurt;169;422
BU07722330;Eindhoven;Buurt;183;435
BU07722340;Eindhoven;Buurt;8;29
BU07722350;Eindhoven;Buurt;233;857
BU07722360;Eindhoven;Buurt;6;17
BU07722370;Eindhoven;Buurt;352;1284
BU07722380;Eindhoven;Buurt;37;194
BU07722390;Eindhoven;Buurt;;
BU07722399;Eindhoven;Buurt;12;55
WK077231;Eindhoven;Wijk;342;900
BU07723110;Eindhoven;Buurt;72;210
BU07723120;Eindhoven;Buurt;270;690
WK077232;Eindhoven;Wijk;461;1384
BU07723210;Eindhoven;Buurt;143;421
BU07723220;Eindhoven;Buurt;110;313
BU07723280;Eindhoven;Buurt;208;650
WK077233;Eindhoven;Wijk;667;2295
BU07723330;Eindhoven;Buurt;372;1146
BU07723340;Eindhoven;Buurt;8;18
BU07723350;Eindhoven;Buurt;232;787
BU07723360;Eindhoven;Buurt;19;123
BU07723370;Eindhoven;Buurt;36;219
WK077241;Eindhoven;Wijk;374;1118
BU07724100;Eindhoven;Buurt;96;269
BU07724110;Eindhoven;Buurt;58;206
BU07724120;Eindhoven;Buurt;162;476
BU07724130;Eindhoven;Buurt;;
BU07724140;Eindhoven;Buurt;;
WK077242;Eindhoven;Wijk;780;2191
BU07724210;Eindhoven;Buurt;318;888
BU07724220;Eindhoven;Buurt;146;410
BU07724230;Eindhoven;Buurt;62;160
BU07724240;Eindhoven;Buurt;206;570
BU07724250;Eindhoven;Buurt;48;163
BU07724260;Eindhoven;Buurt;;
WK077243;Eindhoven;Wijk;410;1261
BU07724310;Eindhoven;Buurt;120;406
BU07724320;Eindhoven;Buurt;54;180
BU07724330;Eindhoven;Buurt;;
BU07724340;Eindhoven;Buurt;124;294
BU07724350;Eindhoven;Buurt;112;381
BU07724360;Eindhoven;Buurt;;
WK077251;Eindhoven;Wijk;780;2413
BU07725110;Eindhoven;Buurt;72;331
BU07725120;Eindhoven;Buurt;253;680
BU07725130;Eindhoven;Buurt;159;474
BU07725140;Eindhoven;Buurt;98;343
BU07725150;Eindhoven;Buurt;4;11
BU07725160;Eindhoven;Buurt;194;573
WK077252;Eindhoven;Wijk;1079;3851
BU07725200;Eindhoven;Buurt;5;29
BU07725210;Eindhoven;Buurt;289;1206
BU07725220;Eindhoven;Buurt;257;849
BU07725230;Eindhoven;Buurt;297;1025
BU07725240;Eindhoven;Buurt;231;743
WK077253;Eindhoven;Wijk;1738;5841
BU07725310;Eindhoven;Buurt;442;1377
BU07725320;Eindhoven;Buurt;510;1600
BU07725330;Eindhoven;Buurt;243;1007
BU07725340;Eindhoven;Buurt;543;1857
BU07725350;Eindhoven;Buurt;;
WK077254;Eindhoven;Wijk;633;2135
BU07725410;Eindhoven;Buurt;234;597
BU07725420;Eindhoven;Buurt;117;508
BU07725430;Eindhoven;Buurt;112;406
BU07725440;Eindhoven;Buurt;163;587
BU07725450;Eindhoven;Buurt;;
BU07725460;Eindhoven;Buurt;;
WK077261;Eindhoven;Wijk;459;1215
BU07726110;Eindhoven;Buurt;125;375
BU07726120;Eindhoven;Buurt;55;135
BU07726130;Eindhoven;Buurt;55;234
BU07726140;Eindhoven;Buurt;40;121
BU07726150;Eindhoven;Buurt;73;245
BU07726160;Eindhoven;Buurt;111;105
WK077262;Eindhoven;Wijk;367;999
BU07726210;Eindhoven;Buurt;;
BU07726220;Eindhoven;Buurt;144;398
BU07726230;Eindhoven;Buurt;55;163
BU07726240;Eindhoven;Buurt;21;65
BU07726250;Eindhoven;Buurt;141;309
BU07726260;Eindhoven;Buurt;;
BU07726270;Eindhoven;Buurt;;
BU07726280;Eindhoven;Buurt;;
WK077263;Eindhoven;Wijk;753;2901
BU07726310;Eindhoven;Buurt;;
BU07726320;Eindhoven;Buurt;;
BU07726330;Eindhoven;Buurt;318;1275
BU07726340;Eindhoven;Buurt;138;509
BU07726350;Eindhoven;Buurt;252;870
BU07726360;Eindhoven;Buurt;;
BU07726370;Eindhoven;Buurt;;
BU07726380;Eindhoven;Buurt;;
BU07726390;Eindhoven;Buurt;38;148
BU07726399;Eindhoven;Buurt;;
WK077271;Eindhoven;Wijk;311;920
BU07727110;Eindhoven;Buurt;156;486
BU07727120;Eindhoven;Buurt;59;219
BU07727130;Eindhoven;Buurt;96;214
WK077272;Eindhoven;Wijk;509;1583
BU07727210;Eindhoven;Buurt;214;647
BU07727220;Eindhoven;Buurt;90;254
BU07727230;Eindhoven;Buurt;;
BU07727240;Eindhoven;Buurt;83;260
BU07727250;Eindhoven;Buurt;93;299
BU07727260;Eindhoven;Buurt;;
BU07727270;Eindhoven;Buurt;;
WK077273;Eindhoven;Wijk;660;2131
BU07727310;Eindhoven;Buurt;253;798
BU07727320;Eindhoven;Buurt;318;961
BU07727330;Eindhoven;Buurt;89;372
GM0230;Elburg;Gemeente;1831;6227
WK023001;Elburg;Wijk;1092;3564
BU02300100;Elburg;Buurt;;
BU02300101;Elburg;Buurt;98;366
BU02300102;Elburg;Buurt;331;994
BU02300103;Elburg;Buurt;268;779
BU02300104;Elburg;Buurt;326;1133
BU02300105;Elburg;Buurt;55;229
BU02300108;Elburg;Buurt;6;21
BU02300109;Elburg;Buurt;8;43
WK023002;Elburg;Wijk;498;1723
BU02300201;Elburg;Buurt;142;489
BU02300202;Elburg;Buurt;125;436
BU02300203;Elburg;Buurt;159;514
BU02300207;Elburg;Buurt;72;285
BU02300209;Elburg;Buurt;;
WK023003;Elburg;Wijk;241;940
BU02300300;Elburg;Buurt;90;288
BU02300304;Elburg;Buurt;57;271
BU02300306;Elburg;Buurt;44;159
BU02300308;Elburg;Buurt;50;222
GM0114;Emmen;Gemeente;8281;31214
WK011401;Emmen;Wijk;210;976
BU01140100;Emmen;Buurt;56;229
BU01140101;Emmen;Buurt;92;404
BU01140102;Emmen;Buurt;22;97
BU01140103;Emmen;Buurt;12;86
BU01140104;Emmen;Buurt;13;65
BU01140106;Emmen;Buurt;7;55
BU01140109;Emmen;Buurt;8;39
WK011402;Emmen;Wijk;;
BU01140200;Emmen;Buurt;18;77
BU01140206;Emmen;Buurt;;
BU01140208;Emmen;Buurt;11;61
BU01140209;Emmen;Buurt;15;75
WK011403;Emmen;Wijk;480;2015
BU01140300;Emmen;Buurt;234;921
BU01140301;Emmen;Buurt;156;654
BU01140302;Emmen;Buurt;35;173
BU01140303;Emmen;Buurt;42;200
BU01140304;Emmen;Buurt;;
BU01140309;Emmen;Buurt;;
WK011404;Emmen;Wijk;101;457
BU01140400;Emmen;Buurt;57;244
BU01140401;Emmen;Buurt;12;52
BU01140402;Emmen;Buurt;14;65
BU01140408;Emmen;Buurt;14;69
BU01140409;Emmen;Buurt;4;28
WK011405;Emmen;Wijk;108;516
BU01140500;Emmen;Buurt;57;244
BU01140502;Emmen;Buurt;32;176
BU01140503;Emmen;Buurt;11;66
BU01140504;Emmen;Buurt;;
BU01140509;Emmen;Buurt;;
WK011406;Emmen;Wijk;313;1460
BU01140600;Emmen;Buurt;275;1231
BU01140601;Emmen;Buurt;4;55
BU01140608;Emmen;Buurt;27;142
BU01140609;Emmen;Buurt;7;32
WK011407;Emmen;Wijk;393;1728
BU01140700;Emmen;Buurt;317;1302
BU01140701;Emmen;Buurt;19;86
BU01140702;Emmen;Buurt;12;89
BU01140707;Emmen;Buurt;8;54
BU01140708;Emmen;Buurt;17;92
BU01140709;Emmen;Buurt;20;105
WK011408;Emmen;Wijk;773;2993
BU01140800;Emmen;Buurt;311;1106
BU01140801;Emmen;Buurt;379;1461
BU01140802;Emmen;Buurt;27;120
BU01140803;Emmen;Buurt;17;86
BU01140804;Emmen;Buurt;13;59
BU01140806;Emmen;Buurt;6;64
BU01140807;Emmen;Buurt;5;26
BU01140809;Emmen;Buurt;15;73
WK011409;Emmen;Wijk;140;628
BU01140900;Emmen;Buurt;121;544
BU01140901;Emmen;Buurt;19;84
BU01140909;Emmen;Buurt;;
WK011410;Emmen;Wijk;762;2288
BU01141000;Emmen;Buurt;630;1790
BU01141001;Emmen;Buurt;8;49
BU01141002;Emmen;Buurt;10;49
BU01141003;Emmen;Buurt;92;289
BU01141004;Emmen;Buurt;6;20
BU01141009;Emmen;Buurt;16;90
WK011413;Emmen;Wijk;252;770
BU01141300;Emmen;Buurt;;
BU01141308;Emmen;Buurt;;
BU01141309;Emmen;Buurt;;
WK011421;Emmen;Wijk;132;519
BU01142100;Emmen;Buurt;104;354
BU01142101;Emmen;Buurt;14;88
BU01142102;Emmen;Buurt;11;59
BU01142109;Emmen;Buurt;3;18
WK011432;Emmen;Wijk;198;645
BU01143200;Emmen;Buurt;186;583
BU01143201;Emmen;Buurt;;
BU01143209;Emmen;Buurt;;
WK011440;Emmen;Wijk;123;305
BU01144000;Emmen;Buurt;123;305
WK011441;Emmen;Wijk;178;667
BU01144100;Emmen;Buurt;103;360
BU01144101;Emmen;Buurt;75;308
WK011442;Emmen;Wijk;263;1171
BU01144200;Emmen;Buurt;263;1171
WK011443;Emmen;Wijk;347;1336
BU01144300;Emmen;Buurt;347;1336
WK011444;Emmen;Wijk;613;2381
BU01144400;Emmen;Buurt;613;2381
WK011445;Emmen;Wijk;65;278
BU01144500;Emmen;Buurt;65;278
WK011446;Emmen;Wijk;841;2397
BU01144600;Emmen;Buurt;841;2397
WK011447;Emmen;Wijk;1057;3472
BU01144700;Emmen;Buurt;1057;3472
WK011448;Emmen;Wijk;244;981
BU01144800;Emmen;Buurt;244;981
WK011449;Emmen;Wijk;118;538
BU01144900;Emmen;Buurt;118;538
WK011450;Emmen;Wijk;232;1024
BU01145000;Emmen;Buurt;232;1024
WK011451;Emmen;Wijk;159;811
BU01145100;Emmen;Buurt;79;339
BU01145101;Emmen;Buurt;13;71
BU01145109;Emmen;Buurt;67;402
WK011452;Emmen;Wijk;125;583
BU01145200;Emmen;Buurt;87;368
BU01145201;Emmen;Buurt;38;215
WK011453;Emmen;Wijk;;
BU01145300;Emmen;Buurt;;
BU01145301;Emmen;Buurt;;
GM0388;Enkhuizen;Gemeente;950;2826
WK038800;Enkhuizen;Wijk;243;659
BU03880000;Enkhuizen;Buurt;91;296
BU03880001;Enkhuizen;Buurt;4;12
BU03880002;Enkhuizen;Buurt;130;304
BU03880003;Enkhuizen;Buurt;18;47
WK038801;Enkhuizen;Wijk;707;2167
BU03880100;Enkhuizen;Buurt;17;64
BU03880101;Enkhuizen;Buurt;241;801
BU03880102;Enkhuizen;Buurt;444;1283
BU03880103;Enkhuizen;Buurt;5;20
GM0153;Enschede;Gemeente;6461;22384
WK015300;Enschede;Wijk;910;3678
BU01530000;Enschede;Buurt;20;142
BU01530001;Enschede;Buurt;106;602
BU01530002;Enschede;Buurt;150;715
BU01530003;Enschede;Buurt;64;471
BU01530004;Enschede;Buurt;114;302
BU01530005;Enschede;Buurt;240;738
BU01530006;Enschede;Buurt;49;143
BU01530007;Enschede;Buurt;82;287
BU01530008;Enschede;Buurt;85;278
WK015301;Enschede;Wijk;481;1544
BU01530100;Enschede;Buurt;188;490
BU01530101;Enschede;Buurt;52;191
BU01530102;Enschede;Buurt;92;324
BU01530103;Enschede;Buurt;132;442
BU01530104;Enschede;Buurt;10;36
BU01530105;Enschede;Buurt;2;31
BU01530106;Enschede;Buurt;5;31
WK015302;Enschede;Wijk;820;2804
BU01530200;Enschede;Buurt;232;925
BU01530201;Enschede;Buurt;69;215
BU01530202;Enschede;Buurt;13;40
BU01530203;Enschede;Buurt;179;489
BU01530204;Enschede;Buurt;20;67
BU01530205;Enschede;Buurt;77;218
BU01530206;Enschede;Buurt;43;117
BU01530207;Enschede;Buurt;119;447
BU01530208;Enschede;Buurt;68;284
WK015303;Enschede;Wijk;209;570
BU01530300;Enschede;Buurt;115;308
BU01530301;Enschede;Buurt;94;262
WK015304;Enschede;Wijk;571;2035
BU01530400;Enschede;Buurt;87;291
BU01530401;Enschede;Buurt;111;447
BU01530402;Enschede;Buurt;131;447
BU01530403;Enschede;Buurt;97;390
BU01530404;Enschede;Buurt;82;237
BU01530405;Enschede;Buurt;54;192
BU01530406;Enschede;Buurt;9;30
WK015305;Enschede;Wijk;444;1358
BU01530500;Enschede;Buurt;134;307
BU01530501;Enschede;Buurt;51;133
BU01530502;Enschede;Buurt;193;661
BU01530503;Enschede;Buurt;66;257
WK015306;Enschede;Wijk;1693;5157
BU01530600;Enschede;Buurt;194;687
BU01530601;Enschede;Buurt;161;451
BU01530602;Enschede;Buurt;80;279
BU01530603;Enschede;Buurt;152;510
BU01530604;Enschede;Buurt;162;500
BU01530605;Enschede;Buurt;106;222
BU01530606;Enschede;Buurt;305;751
BU01530607;Enschede;Buurt;290;946
BU01530608;Enschede;Buurt;199;586
BU01530609;Enschede;Buurt;44;227
WK015307;Enschede;Wijk;8;35
BU01530700;Enschede;Buurt;4;19
BU01530701;Enschede;Buurt;4;15
BU01530702;Enschede;Buurt;;
BU01530703;Enschede;Buurt;;
WK015308;Enschede;Wijk;761;2740
BU01530800;Enschede;Buurt;51;201
BU01530801;Enschede;Buurt;130;483
BU01530802;Enschede;Buurt;155;480
BU01530803;Enschede;Buurt;49;138
BU01530804;Enschede;Buurt;102;358
BU01530805;Enschede;Buurt;103;398
BU01530806;Enschede;Buurt;6;58
BU01530807;Enschede;Buurt;12;50
BU01530808;Enschede;Buurt;153;573
WK015309;Enschede;Wijk;564;2463
BU01530900;Enschede;Buurt;105;374
BU01530901;Enschede;Buurt;207;657
BU01530902;Enschede;Buurt;116;695
BU01530903;Enschede;Buurt;16;81
BU01530904;Enschede;Buurt;11;77
BU01530905;Enschede;Buurt;49;278
BU01530906;Enschede;Buurt;24;133
BU01530907;Enschede;Buurt;30;138
BU01530908;Enschede;Buurt;6;31
GM0232;Epe;Gemeente;1807;6996
WK023200;Epe;Wijk;766;2933
BU02320000;Epe;Buurt;73;318
BU02320001;Epe;Buurt;32;95
BU02320002;Epe;Buurt;84;347
BU02320003;Epe;Buurt;56;277
BU02320004;Epe;Buurt;30;101
BU02320005;Epe;Buurt;65;234
BU02320006;Epe;Buurt;23;83
BU02320007;Epe;Buurt;10;43
BU02320008;Epe;Buurt;165;468
BU02320009;Epe;Buurt;61;157
BU02320010;Epe;Buurt;33;179
BU02320011;Epe;Buurt;67;303
BU02320012;Epe;Buurt;67;328
WK023201;Epe;Wijk;209;948
BU02320100;Epe;Buurt;103;292
BU02320101;Epe;Buurt;106;657
WK023202;Epe;Wijk;742;2662
BU02320200;Epe;Buurt;39;157
BU02320201;Epe;Buurt;93;318
BU02320202;Epe;Buurt;34;145
BU02320203;Epe;Buurt;53;182
BU02320204;Epe;Buurt;121;447
BU02320205;Epe;Buurt;;
BU02320206;Epe;Buurt;97;188
BU02320207;Epe;Buurt;84;266
BU02320208;Epe;Buurt;28;156
BU02320209;Epe;Buurt;63;226
BU02320210;Epe;Buurt;;
BU02320211;Epe;Buurt;86;461
WK023203;Epe;Wijk;90;452
BU02320300;Epe;Buurt;41;185
BU02320301;Epe;Buurt;49;267
GM0233;Ermelo;Gemeente;2240;7880
WK023300;Ermelo;Wijk;2203;7669
BU02330000;Ermelo;Buurt;874;2929
BU02330001;Ermelo;Buurt;385;1287
BU02330002;Ermelo;Buurt;690;2067
BU02330003;Ermelo;Buurt;66;227
BU02330004;Ermelo;Buurt;42;178
BU02330005;Ermelo;Buurt;29;273
BU02330006;Ermelo;Buurt;44;236
BU02330007;Ermelo;Buurt;42;350
BU02330008;Ermelo;Buurt;28;118
BU02330009;Ermelo;Buurt;3;4
WK023301;Ermelo;Wijk;37;211
BU02330100;Ermelo;Buurt;27;147
BU02330105;Ermelo;Buurt;;
BU02330106;Ermelo;Buurt;;
BU02330107;Ermelo;Buurt;;
BU02330108;Ermelo;Buurt;5;28
BU02330109;Ermelo;Buurt;;
GM0777;Etten-Leur;Gemeente;1924;7584
WK077700;Etten-Leur;Wijk;341;1168
BU07770000;Etten-Leur;Buurt;43;126
BU07770001;Etten-Leur;Buurt;45;100
BU07770002;Etten-Leur;Buurt;34;125
BU07770003;Etten-Leur;Buurt;33;122
BU07770004;Etten-Leur;Buurt;31;138
BU07770005;Etten-Leur;Buurt;155;556
WK077701;Etten-Leur;Wijk;;
BU07770100;Etten-Leur;Buurt;;
WK077702;Etten-Leur;Wijk;18;133
BU07770200;Etten-Leur;Buurt;18;133
WK077710;Etten-Leur;Wijk;852;3506
BU07771000;Etten-Leur;Buurt;19;70
BU07771001;Etten-Leur;Buurt;21;118
BU07771002;Etten-Leur;Buurt;17;79
BU07771003;Etten-Leur;Buurt;;
BU07771004;Etten-Leur;Buurt;13;54
BU07771005;Etten-Leur;Buurt;10;32
BU07771006;Etten-Leur;Buurt;24;76
BU07771007;Etten-Leur;Buurt;20;60
BU07771008;Etten-Leur;Buurt;4;44
BU07771009;Etten-Leur;Buurt;48;195
BU07771010;Etten-Leur;Buurt;101;408
BU07771011;Etten-Leur;Buurt;65;302
BU07771012;Etten-Leur;Buurt;72;242
BU07771013;Etten-Leur;Buurt;225;886
BU07771014;Etten-Leur;Buurt;20;105
BU07771015;Etten-Leur;Buurt;193;836
WK077711;Etten-Leur;Wijk;;
BU07771100;Etten-Leur;Buurt;;
WK077712;Etten-Leur;Wijk;29;150
BU07771200;Etten-Leur;Buurt;13;72
BU07771201;Etten-Leur;Buurt;11;50
BU07771202;Etten-Leur;Buurt;;
BU07771203;Etten-Leur;Buurt;;
WK077720;Etten-Leur;Wijk;608;2121
BU07772000;Etten-Leur;Buurt;19;63
BU07772001;Etten-Leur;Buurt;5;16
BU07772002;Etten-Leur;Buurt;33;118
BU07772003;Etten-Leur;Buurt;36;150
BU07772004;Etten-Leur;Buurt;38;132
BU07772005;Etten-Leur;Buurt;23;81
BU07772006;Etten-Leur;Buurt;45;141
BU07772007;Etten-Leur;Buurt;133;337
BU07772008;Etten-Leur;Buurt;206;833
BU07772009;Etten-Leur;Buurt;61;221
BU07772010;Etten-Leur;Buurt;9;28
WK077721;Etten-Leur;Wijk;;
BU07772100;Etten-Leur;Buurt;;
WK077722;Etten-Leur;Wijk;;
BU07772200;Etten-Leur;Buurt;;
WK077723;Etten-Leur;Wijk;65;447
BU07772300;Etten-Leur;Buurt;9;74
BU07772301;Etten-Leur;Buurt;20;174
BU07772302;Etten-Leur;Buurt;18;106
BU07772303;Etten-Leur;Buurt;18;93
GM1940;De Fryske Marren;Gemeente;4079;14591
WK194001;De Fryske Marren;Wijk;9;45
BU19400101;De Fryske Marren;Buurt;9;45
WK194002;De Fryske Marren;Wijk;85;328
BU19400201;De Fryske Marren;Buurt;85;328
WK194003;De Fryske Marren;Wijk;273;934
BU19400301;De Fryske Marren;Buurt;273;934
WK194004;De Fryske Marren;Wijk;29;125
BU19400401;De Fryske Marren;Buurt;29;125
WK194005;De Fryske Marren;Wijk;9;36
BU19400501;De Fryske Marren;Buurt;9;36
WK194006;De Fryske Marren;Wijk;13;56
BU19400601;De Fryske Marren;Buurt;13;56
WK194007;De Fryske Marren;Wijk;64;251
BU19400701;De Fryske Marren;Buurt;44;165
BU19400702;De Fryske Marren;Buurt;20;86
WK194008;De Fryske Marren;Wijk;;
BU19400801;De Fryske Marren;Buurt;;
WK194009;De Fryske Marren;Wijk;6;29
BU19400901;De Fryske Marren;Buurt;6;29
WK194010;De Fryske Marren;Wijk;17;80
BU19401001;De Fryske Marren;Buurt;17;80
WK194011;De Fryske Marren;Wijk;73;254
BU19401101;De Fryske Marren;Buurt;9;41
BU19401102;De Fryske Marren;Buurt;64;213
WK194012;De Fryske Marren;Wijk;5;28
BU19401201;De Fryske Marren;Buurt;5;28
WK194013;De Fryske Marren;Wijk;37;141
BU19401301;De Fryske Marren;Buurt;37;141
WK194014;De Fryske Marren;Wijk;12;59
BU19401401;De Fryske Marren;Buurt;12;59
WK194015;De Fryske Marren;Wijk;31;115
BU19401501;De Fryske Marren;Buurt;31;115
WK194016;De Fryske Marren;Wijk;36;137
BU19401601;De Fryske Marren;Buurt;36;137
WK194017;De Fryske Marren;Wijk;33;129
BU19401701;De Fryske Marren;Buurt;33;129
WK194018;De Fryske Marren;Wijk;45;151
BU19401801;De Fryske Marren;Buurt;45;151
WK194019;De Fryske Marren;Wijk;1081;3531
BU19401901;De Fryske Marren;Buurt;214;602
BU19401902;De Fryske Marren;Buurt;;
BU19401903;De Fryske Marren;Buurt;167;484
BU19401904;De Fryske Marren;Buurt;18;73
BU19401905;De Fryske Marren;Buurt;;
BU19401906;De Fryske Marren;Buurt;254;950
BU19401907;De Fryske Marren;Buurt;160;479
BU19401908;De Fryske Marren;Buurt;;
BU19401909;De Fryske Marren;Buurt;94;395
BU19401910;De Fryske Marren;Buurt;169;516
WK194020;De Fryske Marren;Wijk;;
BU19402001;De Fryske Marren;Buurt;;
WK194021;De Fryske Marren;Wijk;81;254
BU19402101;De Fryske Marren;Buurt;81;254
WK194022;De Fryske Marren;Wijk;;
BU19402201;De Fryske Marren;Buurt;;
WK194023;De Fryske Marren;Wijk;848;2826
BU19402301;De Fryske Marren;Buurt;6;63
BU19402302;De Fryske Marren;Buurt;72;296
BU19402303;De Fryske Marren;Buurt;58;207
BU19402304;De Fryske Marren;Buurt;104;336
BU19402305;De Fryske Marren;Buurt;409;1429
BU19402306;De Fryske Marren;Buurt;138;250
BU19402307;De Fryske Marren;Buurt;50;206
BU19402308;De Fryske Marren;Buurt;11;38
WK194024;De Fryske Marren;Wijk;15;57
BU19402401;De Fryske Marren;Buurt;15;57
WK194025;De Fryske Marren;Wijk;3;19
BU19402501;De Fryske Marren;Buurt;3;19
WK194026;De Fryske Marren;Wijk;59;212
BU19402601;De Fryske Marren;Buurt;59;212
WK194027;De Fryske Marren;Wijk;4;21
BU19402701;De Fryske Marren;Buurt;4;21
WK194028;De Fryske Marren;Wijk;61;228
BU19402801;De Fryske Marren;Buurt;18;68
BU19402802;De Fryske Marren;Buurt;43;161
WK194029;De Fryske Marren;Wijk;17;78
BU19402901;De Fryske Marren;Buurt;17;78
WK194030;De Fryske Marren;Wijk;160;567
BU19403001;De Fryske Marren;Buurt;160;567
WK194031;De Fryske Marren;Wijk;85;338
BU19403101;De Fryske Marren;Buurt;85;338
WK194032;De Fryske Marren;Wijk;38;136
BU19403201;De Fryske Marren;Buurt;38;136
WK194033;De Fryske Marren;Wijk;4;23
BU19403301;De Fryske Marren;Buurt;4;23
WK194034;De Fryske Marren;Wijk;11;54
BU19403401;De Fryske Marren;Buurt;11;54
WK194035;De Fryske Marren;Wijk;12;47
BU19403501;De Fryske Marren;Buurt;12;47
WK194036;De Fryske Marren;Wijk;9;30
BU19403601;De Fryske Marren;Buurt;9;30
WK194037;De Fryske Marren;Wijk;56;230
BU19403701;De Fryske Marren;Buurt;56;230
WK194038;De Fryske Marren;Wijk;70;286
BU19403801;De Fryske Marren;Buurt;70;286
WK194039;De Fryske Marren;Wijk;18;80
BU19403901;De Fryske Marren;Buurt;18;80
WK194040;De Fryske Marren;Wijk;81;267
BU19404001;De Fryske Marren;Buurt;81;267
WK194041;De Fryske Marren;Wijk;212;867
BU19404101;De Fryske Marren;Buurt;212;867
WK194042;De Fryske Marren;Wijk;105;398
BU19404201;De Fryske Marren;Buurt;105;398
WK194043;De Fryske Marren;Wijk;52;167
BU19404301;De Fryske Marren;Buurt;52;167
WK194044;De Fryske Marren;Wijk;5;17
BU19404401;De Fryske Marren;Buurt;5;17
WK194045;De Fryske Marren;Wijk;38;171
BU19404501;De Fryske Marren;Buurt;38;171
WK194046;De Fryske Marren;Wijk;48;175
BU19404601;De Fryske Marren;Buurt;48;175
WK194047;De Fryske Marren;Wijk;20;78
BU19404701;De Fryske Marren;Buurt;20;78
WK194048;De Fryske Marren;Wijk;;
BU19404801;De Fryske Marren;Buurt;;
WK194049;De Fryske Marren;Wijk;15;79
BU19404901;De Fryske Marren;Buurt;15;79
WK194050;De Fryske Marren;Wijk;38;163
BU19405001;De Fryske Marren;Buurt;38;163
WK194051;De Fryske Marren;Wijk;53;277
BU19405101;De Fryske Marren;Buurt;53;277
GM0779;Geertruidenberg;Gemeente;1021;3673
WK077900;Geertruidenberg;Wijk;622;2155
BU07790000;Geertruidenberg;Buurt;309;1006
BU07790001;Geertruidenberg;Buurt;310;1131
BU07790002;Geertruidenberg;Buurt;;
BU07790009;Geertruidenberg;Buurt;3;18
WK077901;Geertruidenberg;Wijk;155;672
BU07790100;Geertruidenberg;Buurt;141;588
BU07790109;Geertruidenberg;Buurt;14;84
WK077902;Geertruidenberg;Wijk;244;845
BU07790200;Geertruidenberg;Buurt;75;231
BU07790201;Geertruidenberg;Buurt;74;289
BU07790202;Geertruidenberg;Buurt;95;325
BU07790203;Geertruidenberg;Buurt;;
BU07790209;Geertruidenberg;Buurt;;
GM1771;Geldrop-Mierlo;Gemeente;2871;10552
WK177100;Geldrop-Mierlo;Wijk;1884;6876
BU17710000;Geldrop-Mierlo;Buurt;138;440
BU17710001;Geldrop-Mierlo;Buurt;182;645
BU17710002;Geldrop-Mierlo;Buurt;116;439
BU17710003;Geldrop-Mierlo;Buurt;304;1127
BU17710004;Geldrop-Mierlo;Buurt;202;795
BU17710005;Geldrop-Mierlo;Buurt;221;786
BU17710006;Geldrop-Mierlo;Buurt;302;1008
BU17710007;Geldrop-Mierlo;Buurt;405;1557
BU17710009;Geldrop-Mierlo;Buurt;14;80
WK177101;Geldrop-Mierlo;Wijk;987;3676
BU17710100;Geldrop-Mierlo;Buurt;831;3097
BU17710109;Geldrop-Mierlo;Buurt;156;579
GM1652;Gemert-Bakel;Gemeente;2306;8707
WK165200;Gemert-Bakel;Wijk;1522;5088
BU16520000;Gemert-Bakel;Buurt;341;1221
BU16520001;Gemert-Bakel;Buurt;410;1150
BU16520002;Gemert-Bakel;Buurt;581;1929
BU16520003;Gemert-Bakel;Buurt;4;18
BU16520004;Gemert-Bakel;Buurt;118;370
BU16520007;Gemert-Bakel;Buurt;35;219
BU16520008;Gemert-Bakel;Buurt;24;121
BU16520009;Gemert-Bakel;Buurt;9;60
WK165201;Gemert-Bakel;Wijk;131;546
BU16520100;Gemert-Bakel;Buurt;109;417
BU16520108;Gemert-Bakel;Buurt;11;60
BU16520109;Gemert-Bakel;Buurt;11;70
WK165202;Gemert-Bakel;Wijk;103;638
BU16520200;Gemert-Bakel;Buurt;58;220
BU16520208;Gemert-Bakel;Buurt;18;131
BU16520209;Gemert-Bakel;Buurt;27;287
WK165203;Gemert-Bakel;Wijk;54;268
BU16520300;Gemert-Bakel;Buurt;37;144
BU16520309;Gemert-Bakel;Buurt;17;124
WK165204;Gemert-Bakel;Wijk;313;1320
BU16520400;Gemert-Bakel;Buurt;267;1019
BU16520408;Gemert-Bakel;Buurt;21;151
BU16520409;Gemert-Bakel;Buurt;25;150
WK165205;Gemert-Bakel;Wijk;106;492
BU16520500;Gemert-Bakel;Buurt;77;305
BU16520508;Gemert-Bakel;Buurt;4;29
BU16520509;Gemert-Bakel;Buurt;25;158
WK165206;Gemert-Bakel;Wijk;77;355
BU16520600;Gemert-Bakel;Buurt;61;244
BU16520609;Gemert-Bakel;Buurt;16;110
GM0907;Gennep;Gemeente;1186;4560
WK090700;Gennep;Wijk;222;914
BU09070000;Gennep;Buurt;161;630
BU09070001;Gennep;Buurt;40;165
BU09070009;Gennep;Buurt;21;119
WK090701;Gennep;Wijk;132;560
